time,x,y,z
00:21.7,0.51,-0.36,-0.22
00:21.7,0.48,-0.35,-0.23
00:21.7,0.49,-0.34,-0.22
00:21.7,0.49,-0.34,-0.22
00:21.7,0.55,-0.38,-0.25
00:21.7,0.48,-0.33,-0.23
00:21.7,0.45,-0.34,-0.23
00:21.7,0.45,-0.34,-0.23
00:21.7,0.46,-0.32,-0.23
00:21.7,0.44,-0.31,-0.23
00:21.7,0.45,-0.3,-0.25
00:21.7,0.44,-0.3,-0.23
00:21.7,0.44,-0.3,-0.23
00:21.7,0.42,-0.31,-0.22
00:21.7,0.41,-0.29,-0.23
00:21.8,0.4,-0.28,-0.26
00:21.8,0.4,-0.28,-0.26
00:21.8,0.39,-0.28,-0.23
00:21.8,0.4,-0.28,-0.24
00:21.8,0.39,-0.27,-0.24
00:21.8,0.38,-0.27,-0.24
00:21.8,0.38,-0.27,-0.24
00:21.8,0.38,-0.24,-0.26
00:21.8,0.38,-0.24,-0.2
00:21.9,0.36,-0.25,-0.23
00:21.9,0.36,-0.25,-0.23
00:21.9,0.35,-0.25,-0.28
00:21.9,0.37,-0.24,-0.23
00:21.9,0.33,-0.23,-0.25
00:21.9,0.35,-0.23,-0.3
00:21.9,0.35,-0.23,-0.3
00:21.9,0.34,-0.24,-0.22
00:21.9,0.33,-0.23,-0.23
00:21.9,0.34,-0.23,-0.27
00:21.9,0.32,-0.24,-0.25
00:21.9,0.32,-0.24,-0.25
00:21.9,0.31,-0.2,-0.26
00:21.9,0.31,-0.23,-0.25
00:22.0,0.31,-0.21,-0.2
00:22.0,0.31,-0.21,-0.2
00:22.0,0.3,-0.23,-0.25
00:22.0,0.3,-0.21,-0.27
00:22.0,0.29,-0.21,-0.22
00:22.0,0.29,-0.21,-0.22
00:22.0,0.3,-0.21,-0.22
00:22.0,0.28,-0.2,-0.25
00:22.0,0.27,-0.22,-0.26
00:22.0,0.28,-0.18,-0.24
00:22.0,0.28,-0.18,-0.24
00:22.0,0.27,-0.2,-0.27
00:22.0,0.26,-0.2,-0.27
00:22.0,0.27,-0.2,-0.24
00:22.0,0.27,-0.2,-0.24
00:22.1,0.27,-0.2,-0.26
00:22.1,0.26,-0.18,-0.26
00:22.1,0.26,-0.17,-0.27
00:22.1,0.26,-0.17,-0.27
00:22.1,0.3,-0.2,-0.25
00:22.1,0.26,-0.18,-0.27
00:22.1,0.25,-0.17,-0.3
00:22.1,0.27,-0.19,-0.24
00:22.1,0.27,-0.19,-0.24
00:22.2,0.22,-0.17,-0.26
00:22.2,0.27,-0.17,-0.23
00:22.2,0.25,-0.18,-0.25
00:22.2,0.25,-0.18,-0.25
00:22.2,0.23,-0.15,-0.26
00:22.2,0.25,-0.17,-0.26
00:22.2,0.23,-0.17,-0.28
00:22.2,0.22,-0.16,-0.26
00:22.2,0.22,-0.16,-0.26
00:22.2,0.23,-0.16,-0.29
00:22.2,0.23,-0.16,-0.25
00:22.2,0.22,-0.16,-0.25
00:22.2,0.2,-0.17,-0.22
00:22.2,0.2,-0.17,-0.22
00:22.3,0.23,-0.14,-0.26
00:22.3,0.21,-0.14,-0.26
00:22.3,0.23,-0.14,-0.27
00:22.3,0.23,-0.14,-0.27
00:22.3,0.22,-0.18,-0.25
00:22.3,0.2,-0.14,-0.26
00:22.3,0.22,-0.15,-0.32
00:22.3,0.2,-0.15,-0.21
00:22.3,0.2,-0.15,-0.21
00:22.3,0.21,-0.14,-0.28
